Country,CountryCode,Year,IndicatorCode,IndicatorClass,IndicatorLabel,Value
Poland,POL,2009,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",98.59757
Thailand,THA,2009,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",98.32403
"Taiwan, China",TWN,2009,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",99.77689
Brazil,BRA,2010,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",102.4434
China,CHN,2010,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",101.3037
"Hong Kong SAR, China",HKG,2010,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",100.6576
Mexico,MEX,2010,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",101.1771
Philippines,PHL,2010,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",101.6216
Poland,POL,2010,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",101.2671
Thailand,THA,2010,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",101.5675
"Taiwan, China",TWN,2010,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",100.7403
Brazil,BRA,2011,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",109.242
China,CHN,2011,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",106.9029
"Hong Kong SAR, China",HKG,2011,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",105.9977
Mexico,MEX,2011,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",104.6245
Philippines,PHL,2011,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",106.4433
Poland,POL,2011,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",105.5447
Thailand,THA,2011,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",105.4391
"Taiwan, China",TWN,2011,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",102.1722
Brazil,BRA,2012,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",115.1449
China,CHN,2012,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",109.6977
"Hong Kong SAR, China",HKG,2012,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",110.2948
Mexico,MEX,2012,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",108.9262
Philippines,PHL,2012,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",109.8046
Poland,POL,2012,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",109.4975
Thailand,THA,2012,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",108.6123
"Taiwan, China",TWN,2012,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",104.1494
Brazil,BRA,2013,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",122.2888
China,CHN,2013,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",112.5173
"Hong Kong SAR, China",HKG,2013,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",115.0794
Mexico,MEX,2013,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",113.0723
Philippines,PHL,2013,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",112.6503
Poland,POL,2013,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",110.7808
Thailand,THA,2013,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",110.9868
"Taiwan, China",TWN,2013,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",104.9746
Brazil,BRA,2014,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",130.0285
China,CHN,2014,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",114.827
"Hong Kong SAR, China",HKG,2014,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",120.1701
Mexico,MEX,2014,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",117.6163
Philippines,PHL,2014,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",116.6989
Poland,POL,2014,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",110.9703
Thailand,THA,2014,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",113.0895
"Taiwan, China",TWN,2014,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",106.2283
Brazil,BRA,2015,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",141.77
China,CHN,2015,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",116.5974
"Hong Kong SAR, China",HKG,2015,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",123.7642
Mexico,MEX,2015,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",120.8162
Philippines,PHL,2015,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",117.5043
Poland,POL,2015,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",109.9578
Thailand,THA,2015,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",112.0738
"Taiwan, China",TWN,2015,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",105.9034
Brazil,BRA,2016,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",154.1595
China,CHN,2016,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",119.0694
"Hong Kong SAR, China",HKG,2016,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",126.746
Mexico,MEX,2016,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",124.2253
Philippines,PHL,2016,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",118.954
Poland,POL,2016,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",109.243
Thailand,THA,2016,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",112.2825
"Taiwan, China",TWN,2016,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",107.3784
Brazil,BRA,2017,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",159.4724
China,CHN,2017,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",120.8799
"Hong Kong SAR, China",HKG,2017,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",128.6395
Mexico,MEX,2017,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",131.7303
Philippines,PHL,2017,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",122.3475
Poland,POL,2017,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",111.4306
Thailand,THA,2017,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",113.0285
"Taiwan, China",TWN,2017,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",108.0458
Brazil,BRA,2018,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",165.3168
China,CHN,2018,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",123.209
"Hong Kong SAR, China",HKG,2018,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",131.7347
Mexico,MEX,2018,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",138.1842
Philippines,PHL,2018,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",128.8445
Poland,POL,2018,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",113.434
Thailand,THA,2018,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",114.2343
"Taiwan, China",TWN,2018,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",109.5049
Brazil,BRA,2019,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",171.488
China,CHN,2019,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",126.7801
"Hong Kong SAR, China",HKG,2019,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",135.5329
Mexico,MEX,2019,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",143.2085
Philippines,PHL,2019,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",131.9265
Poland,POL,2019,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",115.914
Thailand,THA,2019,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",115.0403
"Taiwan, China",TWN,2019,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",110.1172
Brazil,BRA,2020,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",176.9958
China,CHN,2020,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",129.9376
"Hong Kong SAR, China",HKG,2020,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",135.873
Mexico,MEX,2020,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",148.0731
Philippines,PHL,2020,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",135.0838
Poland,POL,2020,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",119.8181
Thailand,THA,2020,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",114.067
"Taiwan, China",TWN,2020,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",109.8549
Brazil,BRA,2021,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",191.6894
China,CHN,2021,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",131.041
"Hong Kong SAR, China",HKG,2021,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",138.0045
Mexico,MEX,2021,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",156.4973
Philippines,PHL,2021,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",140.3887
Poland,POL,2021,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",125.9909
Thailand,THA,2021,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",115.4712
"Taiwan, China",TWN,2021,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",112.0197
Brazil,BRA,2022,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",209.4784
China,CHN,2022,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",133.4979
"Hong Kong SAR, China",HKG,2022,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",140.6009
Mexico,MEX,2022,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",168.8548
Philippines,PHL,2022,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",148.561
Poland,POL,2022,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",144.1629
Thailand,THA,2022,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",122.4871
"Taiwan, China",TWN,2022,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",115.3206
Brazil,BRA,2023,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",219.1009
China,CHN,2023,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",133.9462
"Hong Kong SAR, China",HKG,2023,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",143.5488
Mexico,MEX,2023,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",178.189
Philippines,PHL,2023,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",157.442
Poland,POL,2023,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",160.6075
Thailand,THA,2023,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",123.9926
"Taiwan, China",TWN,2023,CPI_NOM_NOSEAS,CPI,"CPI Price, nominal, not seasonally adjusted",118.1948
Brazil,BRA,2002,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",62.35871
China,CHN,2002,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",82.38916
"Hong Kong SAR, China",HKG,2002,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",92.14351
Mexico,MEX,2002,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",71.95506
Philippines,PHL,2002,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",69.94852
Poland,POL,2002,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",82.40957
Thailand,THA,2002,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",79.80485
"Taiwan, China",TWN,2002,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",90.96295
Brazil,BRA,2003,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",71.52562
China,CHN,2003,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",83.31702
"Hong Kong SAR, China",HKG,2003,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",89.77066
Mexico,MEX,2003,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",75.22942
Philippines,PHL,2003,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",71.51437
Poland,POL,2003,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",83.06857
Thailand,THA,2003,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",81.25154
"Taiwan, China",TWN,2003,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",90.70613
Brazil,BRA,2004,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",76.23626
China,CHN,2004,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",86.50959
"Hong Kong SAR, China",HKG,2004,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",89.44142
Mexico,MEX,2004,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",78.76097
Philippines,PHL,2004,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",74.93565
Poland,POL,2004,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",86.04075
Thailand,THA,2004,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",83.53751
"Taiwan, China",TWN,2004,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",92.15899
Brazil,BRA,2005,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",81.46747
China,CHN,2005,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",88.0466
"Hong Kong SAR, China",HKG,2005,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",90.23615
Mexico,MEX,2005,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",81.90369
Philippines,PHL,2005,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",79.92278
Poland,POL,2005,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",87.86359
Thailand,THA,2005,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",87.27222
"Taiwan, China",TWN,2005,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",94.27941
Brazil,BRA,2006,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",84.87747
China,CHN,2006,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",89.49767
"Hong Kong SAR, China",HKG,2006,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",92.05268
Mexico,MEX,2006,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",84.87953
Philippines,PHL,2006,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",84.28786
Poland,POL,2006,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",88.85225
Thailand,THA,2006,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",91.39272
"Taiwan, China",TWN,2006,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",94.85147
Brazil,BRA,2007,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",87.9743
China,CHN,2007,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",93.81173
"Hong Kong SAR, China",HKG,2007,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",93.93733
Mexico,MEX,2007,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",88.24844
Philippines,PHL,2007,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",86.74389
Poland,POL,2007,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",90.97855
Thailand,THA,2007,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",93.37807
"Taiwan, China",TWN,2007,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",96.55837
Brazil,BRA,2008,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",92.97657
China,CHN,2008,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",99.35387
"Hong Kong SAR, China",HKG,2008,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",97.99046
Mexico,MEX,2008,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",92.77512
Philippines,PHL,2008,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",93.85457
Poland,POL,2008,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",94.93544
Thailand,THA,2008,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",98.49175
"Taiwan, China",TWN,2008,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",99.97311
Brazil,BRA,2009,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",97.52403
China,CHN,2009,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",98.62833
"Hong Kong SAR, China",HKG,2009,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",98.55813
Mexico,MEX,2009,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",97.68824
Philippines,PHL,2009,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",97.83355
Poland,POL,2009,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",98.56251
Thailand,THA,2009,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",97.64118
"Taiwan, China",TWN,2009,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",99.10992
Brazil,BRA,2010,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",102.4386
China,CHN,2010,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",101.7643
"Hong Kong SAR, China",HKG,2010,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",100.8174
Mexico,MEX,2010,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",101.747
Philippines,PHL,2010,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",101.4908
Poland,POL,2010,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",101.2234
Thailand,THA,2010,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",100.8598
"Taiwan, China",TWN,2010,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",100.0677
Brazil,BRA,2011,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",109.2356
China,CHN,2011,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",107.3968
"Hong Kong SAR, China",HKG,2011,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",106.1535
Mexico,MEX,2011,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",105.2106
Philippines,PHL,2011,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",106.3278
Poland,POL,2011,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",105.4882
Thailand,THA,2011,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",104.6951
"Taiwan, China",TWN,2011,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",101.4881
Brazil,BRA,2012,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",115.1377
China,CHN,2012,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",110.1967
"Hong Kong SAR, China",HKG,2012,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",110.445
Mexico,MEX,2012,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",109.5364
Philippines,PHL,2012,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",109.6632
Poland,POL,2012,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",109.4295
Thailand,THA,2012,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",107.8439
"Taiwan, China",TWN,2012,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",103.4453
Brazil,BRA,2013,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",122.2779
China,CHN,2013,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",113.0259
"Hong Kong SAR, China",HKG,2013,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",115.2248
Mexico,MEX,2013,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",113.7036
Philippines,PHL,2013,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",112.4946
Poland,POL,2013,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",110.7107
Thailand,THA,2013,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",110.2007
"Taiwan, China",TWN,2013,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",104.2622
Brazil,BRA,2014,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",130.0124
China,CHN,2014,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",115.345
"Hong Kong SAR, China",HKG,2014,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",120.3338
Mexico,MEX,2014,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",118.2738
Philippines,PHL,2014,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",116.538
Poland,POL,2014,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",110.9064
Thailand,THA,2014,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",112.2897
"Taiwan, China",TWN,2014,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",105.5092
Brazil,BRA,2015,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",141.7439
China,CHN,2015,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",117.142
"Hong Kong SAR, China",HKG,2015,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",123.9101
Mexico,MEX,2015,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",121.4895
Philippines,PHL,2015,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",117.3531
Poland,POL,2015,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",109.9034
Thailand,THA,2015,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",111.2801
"Taiwan, China",TWN,2015,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",105.1893
Brazil,BRA,2016,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",154.1195
China,CHN,2016,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",119.7603
"Hong Kong SAR, China",HKG,2016,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",126.9414
Mexico,MEX,2016,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",124.9158
Philippines,PHL,2016,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",118.8009
Poland,POL,2016,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",109.1967
Thailand,THA,2016,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",111.4904
"Taiwan, China",TWN,2016,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",106.658
Brazil,BRA,2017,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",159.437
China,CHN,2017,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",121.6312
"Hong Kong SAR, China",HKG,2017,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",128.8147
Mexico,MEX,2017,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",132.4633
Philippines,PHL,2017,CPI_NOM_SEAS,CPI,"CPI Price, nominal, seasonally adjusted",122.19
