Country,CountryCode,Year,IndicatorCode,IndicatorClass,IndicatorLabel,Value
Philippines,PHL,2004,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.792536
Poland,POL,2004,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.732368
Thailand,THA,2004,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.731526
"Taiwan, China",TWN,2004,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.749706
Brazil,BRA,2005,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.796211
China,CHN,2005,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.682912
"Hong Kong SAR, China",HKG,2005,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.892669
Mexico,MEX,2005,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.852583
Philippines,PHL,2005,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.813785
Poland,POL,2005,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.767436
Thailand,THA,2005,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.777478
"Taiwan, China",TWN,2005,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.797751
Brazil,BRA,2006,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.850137
China,CHN,2006,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.724055
"Hong Kong SAR, China",HKG,2006,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.912196
Mexico,MEX,2006,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.891338
Philippines,PHL,2006,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.896598
Poland,POL,2006,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.819856
Thailand,THA,2006,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.82822
"Taiwan, China",TWN,2006,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.858381
Brazil,BRA,2007,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.906893
China,CHN,2007,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.809294
"Hong Kong SAR, China",HKG,2007,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.928977
Mexico,MEX,2007,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.939703
Philippines,PHL,2007,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.98981
Poland,POL,2007,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.934323
Thailand,THA,2007,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.873774
"Taiwan, China",TWN,2007,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.926701
Brazil,BRA,2008,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.105367
China,CHN,2008,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.014464
"Hong Kong SAR, China",HKG,2008,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.97222
Mexico,MEX,2008,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.01873
Philippines,PHL,2008,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.056229
Poland,POL,2008,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.080732
Thailand,THA,2008,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.982991
"Taiwan, China",TWN,2008,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.053007
Brazil,BRA,2009,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.988083
China,CHN,2009,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.890593
"Hong Kong SAR, China",HKG,2009,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.974619
Mexico,MEX,2009,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.980158
Philippines,PHL,2009,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.938333
Poland,POL,2009,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.912295
Thailand,THA,2009,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.939727
"Taiwan, China",TWN,2009,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.907697
Brazil,BRA,2010,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.022977
China,CHN,2010,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.021274
"Hong Kong SAR, China",HKG,2010,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.034813
Mexico,MEX,2010,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.022253
Philippines,PHL,2010,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.997365
Poland,POL,2010,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.958227
Thailand,THA,2010,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.022903
"Taiwan, China",TWN,2010,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.018684
Brazil,BRA,2011,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.173611
China,CHN,2011,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.217322
"Hong Kong SAR, China",HKG,2011,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.116821
Mexico,MEX,2011,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.096463
Philippines,PHL,2011,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.077894
Poland,POL,2011,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.068383
Thailand,THA,2011,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.13573
"Taiwan, China",TWN,2011,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.174225
Brazil,BRA,2012,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.179527
China,CHN,2012,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.237279
"Hong Kong SAR, China",HKG,2012,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.158028
Mexico,MEX,2012,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.107973
Philippines,PHL,2012,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.084312
Poland,POL,2012,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.027047
Thailand,THA,2012,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.159048
"Taiwan, China",TWN,2012,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.151727
Brazil,BRA,2013,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.173611
China,CHN,2013,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.245194
"Hong Kong SAR, China",HKG,2013,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.167763
Mexico,MEX,2013,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.105602
Philippines,PHL,2013,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.069034
Poland,POL,2013,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.044313
Thailand,THA,2013,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.134266
"Taiwan, China",TWN,2013,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.095721
Brazil,BRA,2014,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.150206
China,CHN,2014,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.200919
"Hong Kong SAR, China",HKG,2014,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.190939
Mexico,MEX,2014,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.113484
Philippines,PHL,2014,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.034431
Poland,POL,2014,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.019842
Thailand,THA,2014,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.12081
"Taiwan, China",TWN,2014,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.050847
Brazil,BRA,2015,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.015175
China,CHN,2015,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.041913
"Hong Kong SAR, China",HKG,2015,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.18739
Mexico,MEX,2015,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.075127
Philippines,PHL,2015,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.982232
Poland,POL,2015,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.84722
Thailand,THA,2015,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.008801
"Taiwan, China",TWN,2015,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.873639
Brazil,BRA,2016,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.924983
China,CHN,2016,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.95327
"Hong Kong SAR, China",HKG,2016,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.165238
Mexico,MEX,2016,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.065918
Philippines,PHL,2016,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.946357
Poland,POL,2016,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.80234
Thailand,THA,2016,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.981371
"Taiwan, China",TWN,2016,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.833426
Brazil,BRA,2017,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.965278
China,CHN,2017,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.026159
"Hong Kong SAR, China",HKG,2017,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.182375
Mexico,MEX,2017,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.093569
Philippines,PHL,2017,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.932005
Poland,POL,2017,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.853823
Thailand,THA,2017,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.034889
"Taiwan, China",TWN,2017,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.895619
Brazil,BRA,2018,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.028978
China,CHN,2018,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.108799
"Hong Kong SAR, China",HKG,2018,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.206422
Mexico,MEX,2018,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.132303
Philippines,PHL,2018,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.931229
Poland,POL,2018,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.920052
Thailand,THA,2018,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.093802
"Taiwan, China",TWN,2018,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.959518
Brazil,BRA,2019,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.989112
China,CHN,2019,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.077098
"Hong Kong SAR, China",HKG,2019,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.22198
Mexico,MEX,2019,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.13141
Philippines,PHL,2019,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.953321
Poland,POL,2019,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.883549
Thailand,THA,2019,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.096352
"Taiwan, China",TWN,2019,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.922101
Brazil,BRA,2020,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.917181
China,CHN,2020,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.02255
"Hong Kong SAR, China",HKG,2020,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.226196
Mexico,MEX,2020,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.123095
Philippines,PHL,2020,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.947125
Poland,POL,2020,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.879518
Thailand,THA,2020,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.056944
"Taiwan, China",TWN,2020,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.868719
Brazil,BRA,2021,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.037894
China,CHN,2021,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.242722
"Hong Kong SAR, China",HKG,2021,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.288033
Mexico,MEX,2021,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.252086
Philippines,PHL,2021,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.048193
Poland,POL,2021,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.011737
Thailand,THA,2021,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.144883
"Taiwan, China",TWN,2021,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.012325
Brazil,BRA,2022,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.26929
China,CHN,2022,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.322518
"Hong Kong SAR, China",HKG,2022,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.384562
Mexico,MEX,2022,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.419333
Philippines,PHL,2022,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.101551
Poland,POL,2022,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.08948
Thailand,THA,2022,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.290172
"Taiwan, China",TWN,2022,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.102373
Brazil,BRA,2023,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.158693
China,CHN,2023,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.209593
"Hong Kong SAR, China",HKG,2023,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.437305
Mexico,MEX,2023,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.420104
Philippines,PHL,2023,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.09254
Poland,POL,2023,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",0.952177
Thailand,THA,2023,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.295158
"Taiwan, China",TWN,2023,IMPORTS_PRICE_SEAS,Imports,"Imports Merchandise Price, US$, seasonally adjusted",1.016041
Brazil,BRA,2002,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",77144.91
"Hong Kong SAR, China",HKG,2002,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",245347.7
Mexico,MEX,2002,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",223795.6
Philippines,PHL,2002,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",54587.02
Poland,POL,2002,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",95794.8
Thailand,THA,2002,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",94800.73
Brazil,BRA,2003,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",74407.28
"Hong Kong SAR, China",HKG,2003,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",274866.4
Mexico,MEX,2003,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",220965.5
Philippines,PHL,2003,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",55729.5
Poland,POL,2003,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",103903.2
Thailand,THA,2003,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",107360.9
Brazil,BRA,2004,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",86781.16
"Hong Kong SAR, China",HKG,2004,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",311785.1
Mexico,MEX,2004,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",241235
Philippines,PHL,2004,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",57340.63
Poland,POL,2004,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",122160.9
Thailand,THA,2004,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",128031.6
Brazil,BRA,2005,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",91407.26
China,CHN,2005,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",1035433
"Hong Kong SAR, China",HKG,2005,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",334851
Mexico,MEX,2005,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",258839.9
Philippines,PHL,2005,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",60144.97
Poland,POL,2005,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",132228.6
Thailand,THA,2005,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",150866.6
Brazil,BRA,2006,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",106086
China,CHN,2006,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",1168714
"Hong Kong SAR, China",HKG,2006,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",365562.8
Mexico,MEX,2006,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",285890.7
Philippines,PHL,2006,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",59525.28
Poland,POL,2006,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",154562.6
Thailand,THA,2006,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",154167
Brazil,BRA,2007,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",130906.2
China,CHN,2007,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",1261963
"Hong Kong SAR, China",HKG,2007,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",394852.4
Mexico,MEX,2007,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",298560.4
Philippines,PHL,2007,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",57829.46
Poland,POL,2007,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",176917.6
Thailand,THA,2007,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",160625.5
Brazil,BRA,2008,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",153476.7
China,CHN,2008,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",1188791
"Hong Kong SAR, China",HKG,2008,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",398721.4
Mexico,MEX,2008,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",301251.4
Philippines,PHL,2008,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",55254.66
Poland,POL,2008,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",192501.1
Thailand,THA,2008,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",180637.3
Brazil,BRA,2009,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",127875.5
China,CHN,2009,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",1211012
"Hong Kong SAR, China",HKG,2009,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",355304.5
Mexico,MEX,2009,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",238119.4
Philippines,PHL,2009,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",47444.39
Poland,POL,2009,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",163353.2
Thailand,THA,2009,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",141677.8
Brazil,BRA,2010,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",174841.1
China,CHN,2010,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",1465660
"Hong Kong SAR, China",HKG,2010,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",417186.2
Mexico,MEX,2010,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",293403.8
Philippines,PHL,2010,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",56987.67
Poland,POL,2010,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",185406.2
Thailand,THA,2010,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",179677.5
Brazil,BRA,2011,IMPORTS_CONST_NOSEAS,Imports,"Imports Merchandise, constant 2010 US$, not seasonally adjusted",189290.1
